obstime,station_code,tempr,ap,ws,wd,rh
2026-01-01 01:49:00,BHARATI,3.0,980.0,13.9,76.0,38.8
2026-01-01 01:50:00,BHARATI,2.8,979.9,14.5,75.0,39.7
2026-01-01 01:51:00,BHARATI,2.7,979.9,15.0,78.0,39.7
2026-01-01 01:52:00,BHARATI,2.8,980.0,12.7,80.0,40.4
2026-01-01 01:53:00,BHARATI,2.8,979.9,13.7,82.0,41.4
2026-01-01 01:54:00,BHARATI,2.6,980.0,12.3,81.0,43.0
2026-01-01 01:55:00,BHARATI,2.6,979.9,12.8,82.0,43.5
2026-01-01 01:56:00,BHARATI,2.7,979.9,14.3,78.0,42.9
2026-01-01 01:57:00,BHARATI,2.6,979.9,12.6,74.0,42.9
2026-01-01 01:58:00,BHARATI,2.7,979.9,13.5,74.0,41.6
2026-01-01 01:59:00,BHARATI,2.9,979.9,14.6,69.0,40.6
2026-01-01 02:00:00,BHARATI,2.8,979.9,14.2,74.0,40.8
2026-01-01 02:01:00,BHARATI,2.8,979.9,13.5,71.0,41.0
2026-01-01 02:02:00,BHARATI,2.8,979.9,12.0,66.0,41.5
2026-01-01 02:03:00,BHARATI,2.8,979.9,12.3,76.0,42.4
2026-01-01 02:04:00,BHARATI,3.0,979.9,11.9,69.0,40.4
2026-01-01 02:05:00,BHARATI,2.9,979.9,12.2,75.0,41.0
2026-01-01 02:06:00,BHARATI,3.0,979.9,13.0,75.0,40.9
2026-01-01 02:07:00,BHARATI,2.9,979.9,14.3,75.0,41.0
2026-01-01 02:08:00,BHARATI,2.9,979.8,13.4,74.0,40.6
2026-01-01 02:09:00,BHARATI,3.1,979.8,13.3,77.0,39.8
2026-01-01 02:10:00,BHARATI,3.1,979.8,13.7,77.0,39.7
2026-01-01 02:11:00,BHARATI,3.2,979.8,12.1,76.0,39.2
2026-01-01 02:12:00,BHARATI,3.3,979.8,11.9,76.0,39.3
2026-01-01 02:13:00,BHARATI,3.4,979.8,13.2,79.0,39.1
2026-01-01 02:14:00,BHARATI,3.4,979.8,14.4,79.0,38.0
2026-01-01 02:15:00,BHARATI,3.4,979.8,16.2,77.0,37.3
2026-01-01 02:16:00,BHARATI,3.3,979.8,16.3,76.0,37.0
2026-01-01 02:17:00,BHARATI,3.3,979.8,15.5,75.0,36.8
2026-01-01 02:18:00,BHARATI,3.2,979.8,16.6,84.0,39.4
2026-01-01 02:19:00,BHARATI,2.9,979.7,17.0,88.0,40.3
2026-01-01 02:20:00,BHARATI,2.9,979.8,16.3,87.0,41.2
2026-01-01 02:21:00,BHARATI,3.1,979.7,16.1,90.0,41.2
2026-01-01 02:22:00,BHARATI,3.1,979.7,14.5,88.0,41.5
2026-01-01 02:23:00,BHARATI,3.2,979.7,14.7,85.0,40.5
2026-01-01 02:24:00,BHARATI,3.0,979.8,12.8,80.0,42.2
2026-01-01 02:25:00,BHARATI,3.1,979.7,16.7,76.0,41.8
2026-01-01 02:26:00,BHARATI,3.2,979.6,16.8,80.0,38.6
2026-01-01 02:27:00,BHARATI,3.3,979.7,16.6,79.0,37.3
2026-01-01 02:28:00,BHARATI,3.2,979.7,16.6,79.0,38.2
2026-01-01 02:29:00,BHARATI,3.1,979.7,16.9,83.0,39.7
2026-01-01 02:30:00,BHARATI,3.2,979.7,17.6,92.0,40.6
2026-01-01 02:31:00,BHARATI,3.2,979.7,17.8,84.0,41.0
2026-01-01 02:32:00,BHARATI,3.1,979.7,14.3,84.0,41.0
2026-01-01 02:33:00,BHARATI,3.2,979.7,16.6,91.0,41.5
2026-01-01 02:34:00,BHARATI,3.1,979.7,15.3,84.0,42.3
2026-01-01 02:35:00,BHARATI,3.2,979.7,14.7,85.0,42.5
2026-01-01 02:36:00,BHARATI,3.3,979.7,16.2,78.0,40.9
2026-01-01 02:37:00,BHARATI,3.4,979.7,17.0,81.0,39.3
2026-01-01 02:38:00,BHARATI,3.4,979.7,19.1,78.0,37.0
2026-01-01 02:39:00,BHARATI,3.3,979.7,17.2,82.0,37.6
2026-01-01 02:40:00,BHARATI,3.4,979.7,15.9,85.0,40.0
2026-01-01 02:41:00,BHARATI,3.2,979.7,15.8,86.0,41.7
2026-01-01 02:42:00,BHARATI,3.4,979.7,17.4,89.0,40.4
2026-01-01 02:43:00,BHARATI,3.2,979.7,17.6,85.0,40.9
2026-01-01 02:44:00,BHARATI,3.0,979.7,15.3,85.0,42.2
2026-01-01 02:45:00,BHARATI,3.3,979.7,17.3,81.0,40.8
2026-01-01 02:46:00,BHARATI,3.2,979.7,16.7,77.0,39.7
2026-01-01 02:47:00,BHARATI,3.4,979.7,18.0,82.0,38.3
2026-01-01 02:48:00,BHARATI,3.5,979.7,18.3,78.0,37.3
2026-01-01 02:49:00,BHARATI,3.4,979.6,20.4,84.0,37.3
2026-01-01 02:50:00,BHARATI,3.4,979.7,18.1,86.0,37.0
2026-01-01 02:51:00,BHARATI,3.2,979.7,19.1,88.0,39.3
2026-01-01 02:52:00,BHARATI,2.9,979.6,20.9,91.0,40.6
2026-01-01 02:53:00,BHARATI,2.9,979.7,18.2,92.0,42.3
2026-01-01 02:54:00,BHARATI,2.8,979.7,19.4,92.0,44.4
2026-01-01 02:55:00,BHARATI,2.6,979.6,18.4,94.0,45.2
2026-01-01 02:56:00,BHARATI,2.6,979.6,19.0,90.0,45.2
2026-01-01 02:57:00,BHARATI,2.8,979.6,16.7,92.0,43.3
2026-01-01 02:58:00,BHARATI,3.0,979.6,17.7,81.0,41.8
2026-01-01 02:59:00,BHARATI,3.2,979.7,16.5,83.0,40.5
2026-01-01 03:00:00,BHARATI,3.5,979.7,18.1,80.0,39.0
2026-01-01 03:01:00,BHARATI,3.4,979.7,17.6,78.0,38.4
2026-01-01 03:02:00,BHARATI,3.4,979.7,16.3,79.0,38.3
2026-01-01 03:03:00,BHARATI,3.7,979.7,16.6,83.0,37.4
2026-01-01 03:04:00,BHARATI,3.6,979.7,18.7,81.0,37.4
2026-01-01 03:05:00,BHARATI,3.5,979.6,20.4,86.0,37.4
2026-01-01 03:06:00,BHARATI,3.5,979.6,19.4,80.0,36.5
2026-01-01 03:07:00,BHARATI,3.4,979.7,18.3,86.0,37.3
2026-01-01 03:08:00,BHARATI,3.5,979.7,17.1,88.0,38.4
2026-01-01 03:09:00,BHARATI,3.3,979.7,17.9,87.0,40.5
2026-01-01 03:10:00,BHARATI,3.4,979.7,18.6,81.0,39.3
2026-01-01 03:11:00,BHARATI,3.4,979.7,16.3,86.0,40.2
2026-01-01 03:12:00,BHARATI,3.2,979.7,16.8,91.0,42.7
2026-01-01 03:13:00,BHARATI,3.5,979.7,15.5,92.0,41.1
2026-01-01 03:14:00,BHARATI,3.4,979.7,15.0,86.0,41.8
2026-01-01 03:15:00,BHARATI,3.5,979.7,15.6,81.0,39.1
2026-01-01 03:16:00,BHARATI,3.6,979.7,14.3,85.0,39.0
2026-01-01 03:17:00,BHARATI,3.6,979.6,17.0,84.0,39.3
2026-01-01 03:18:00,BHARATI,3.7,979.6,16.7,84.0,38.4
2026-01-01 03:19:00,BHARATI,3.7,979.6,16.8,83.0,38.4
2026-01-01 03:20:00,BHARATI,3.5,979.6,17.2,81.0,38.9
2026-01-01 03:21:00,BHARATI,3.7,979.6,16.8,84.0,38.1
2026-01-01 03:22:00,BHARATI,3.6,979.6,15.9,82.0,38.5
2026-01-01 03:23:00,BHARATI,3.8,979.6,17.6,80.0,38.0
2026-01-01 03:24:00,BHARATI,3.8,979.6,16.2,79.0,38.3
2026-01-01 03:25:00,BHARATI,3.6,979.6,16.9,79.0,39.4
2026-01-01 03:26:00,BHARATI,3.7,979.6,16.8,79.0,39.8
2026-01-01 03:27:00,BHARATI,3.8,979.6,16.2,84.0,39.7
2026-01-01 03:28:00,BHARATI,3.8,979.6,15.7,85.0,39.5
2026-01-01 03:29:00,BHARATI,3.9,979.6,16.3,88.0,38.8
2026-01-01 03:30:00,BHARATI,4.0,979.5,18.5,93.0,38.4
2026-01-01 03:31:00,BHARATI,4.0,979.5,19.8,90.0,38.4
2026-01-01 03:32:00,BHARATI,4.0,979.6,18.5,86.0,38.2
2026-01-01 03:33:00,BHARATI,3.9,979.6,16.8,82.0,38.3
2026-01-01 03:34:00,BHARATI,3.9,979.6,16.9,81.0,38.7
2026-01-01 03:35:00,BHARATI,3.7,979.6,17.7,84.0,39.2
2026-01-01 03:36:00,BHARATI,3.7,979.6,17.2,83.0,39.6
2026-01-01 03:37:00,BHARATI,3.8,979.6,17.2,83.0,38.9
2026-01-01 03:38:00,BHARATI,4.0,979.6,19.1,83.0,38.4
2026-01-01 03:39:00,BHARATI,3.8,979.6,15.9,84.0,38.1
2026-01-01 03:40:00,BHARATI,4.2,979.6,17.0,85.0,38.0
2026-01-01 03:41:00,BHARATI,4.1,979.6,16.6,87.0,38.1
2026-01-01 03:42:00,BHARATI,4.0,979.6,16.3,88.0,38.3
2026-01-01 03:43:00,BHARATI,4.2,979.6,15.1,87.0,39.1
2026-01-01 03:44:00,BHARATI,4.1,979.6,16.0,82.0,39.3
2026-01-01 03:45:00,BHARATI,3.9,979.6,16.5,82.0,39.7
2026-01-01 03:46:00,BHARATI,3.9,979.6,14.9,83.0,40.0
2026-01-01 03:47:00,BHARATI,4.0,979.6,16.0,84.0,40.0
2026-01-01 03:48:00,BHARATI,3.9,979.7,14.6,76.0,40.5
2026-01-01 03:49:00,BHARATI,3.8,979.7,13.1,80.0,43.0
2026-01-01 03:50:00,BHARATI,3.7,979.7,15.4,75.0,43.3
2026-01-01 03:51:00,BHARATI,3.6,979.6,16.5,76.0,41.6
2026-01-01 03:52:00,BHARATI,3.7,979.6,14.4,74.0,39.0
2026-01-01 03:53:00,BHARATI,3.8,979.6,15.0,80.0,39.6
2026-01-01 03:54:00,BHARATI,4.3,979.6,13.4,85.0,37.4
2026-01-01 03:55:00,BHARATI,4.1,979.6,15.3,88.0,38.9
2026-01-01 03:56:00,BHARATI,4.5,979.6,16.5,90.0,38.1
2026-01-01 03:57:00,BHARATI,4.3,979.6,15.9,87.0,37.0
2026-01-01 03:58:00,BHARATI,4.2,979.6,15.9,86.0,37.9
2026-01-01 03:59:00,BHARATI,4.2,979.5,17.2,83.0,38.6
2026-01-01 04:00:00,BHARATI,4.1,979.5,19.0,90.0,39.1
2026-01-01 04:01:00,BHARATI,4.2,979.5,15.7,84.0,38.7
2026-01-01 04:02:00,BHARATI,4.2,979.5,16.6,87.0,39.8
2026-01-01 04:03:00,BHARATI,4.2,979.5,15.0,85.0,39.5
2026-01-01 04:04:00,BHARATI,4.1,979.5,16.1,75.0,40.8
2026-01-01 04:05:00,BHARATI,3.9,979.6,13.1,78.0,41.1
2026-01-01 04:06:00,BHARATI,3.8,979.6,13.5,73.0,42.5
2026-01-01 04:07:00,BHARATI,3.8,979.6,13.8,76.0,41.0
2026-01-01 04:08:00,BHARATI,3.8,979.5,13.6,77.0,41.5
2026-01-01 04:09:00,BHARATI,4.1,979.6,13.3,74.0,41.1
2026-01-01 04:10:00,BHARATI,4.1,979.6,13.9,78.0,41.1
2026-01-01 04:11:00,BHARATI,4.1,979.6,12.4,76.0,41.1
2026-01-01 04:12:00,BHARATI,4.1,979.6,13.7,73.0,41.5
2026-01-01 04:13:00,BHARATI,4.1,979.6,12.9,71.0,41.0
2026-01-01 04:14:00,BHARATI,3.9,979.6,14.3,74.0,42.4
2026-01-01 04:15:00,BHARATI,4.0,979.6,13.1,64.0,43.2
2026-01-01 04:16:00,BHARATI,4.1,979.6,15.8,65.0,43.0
2026-01-01 04:17:00,BHARATI,4.1,979.6,14.9,63.0,42.7
2026-01-01 04:18:00,BHARATI,4.3,979.5,16.7,68.0,41.9
2026-01-01 04:19:00,BHARATI,4.2,979.6,15.2,64.0,41.7
2026-01-01 04:20:00,BHARATI,4.2,979.6,15.7,68.0,43.5
2026-01-01 04:21:00,BHARATI,4.0,979.6,16.9,69.0,43.4
2026-01-01 04:22:00,BHARATI,4.1,979.6,16.4,73.0,42.0
2026-01-01 04:23:00,BHARATI,4.0,979.6,15.4,68.0,42.4
2026-01-01 04:24:00,BHARATI,4.0,979.6,15.4,67.0,44.4
2026-01-01 04:25:00,BHARATI,3.8,979.6,16.5,73.0,44.0
2026-01-01 04:26:00,BHARATI,3.9,979.6,15.8,71.0,43.5
2026-01-01 04:27:00,BHARATI,3.8,979.6,13.8,69.0,44.5
2026-01-01 04:28:00,BHARATI,3.9,979.6,14.2,71.0,45.4
2026-01-01 04:29:00,BHARATI,3.8,979.6,14.7,69.0,44.6
2026-01-01 04:30:00,BHARATI,3.9,979.7,13.0,64.0,45.7
2026-01-01 04:31:00,BHARATI,4.0,979.7,13.0,66.0,46.8
2026-01-01 04:32:00,BHARATI,4.1,979.7,11.9,63.0,46.5
2026-01-01 04:33:00,BHARATI,4.2,979.7,10.3,64.0,47.1
2026-01-01 04:34:00,BHARATI,4.1,979.7,13.5,56.0,46.9
2026-01-01 04:35:00,BHARATI,4.2,979.7,11.6,60.0,45.2
2026-01-01 04:36:00,BHARATI,4.2,979.7,14.4,62.0,46.3
2026-01-01 04:37:00,BHARATI,4.4,979.7,11.5,63.0,45.6
2026-01-01 04:38:00,BHARATI,5.0,979.7,11.5,66.0,47.0
2026-01-01 04:39:00,BHARATI,4.2,979.7,13.1,61.0,46.7
2026-01-01 04:40:00,BHARATI,4.2,979.7,14.6,59.0,45.2
2026-01-01 04:41:00,BHARATI,4.2,979.7,14.3,62.0,44.2
2026-01-01 04:42:00,BHARATI,4.3,979.7,16.1,55.0,43.3
2026-01-01 04:43:00,BHARATI,4.4,979.7,14.7,51.0,43.0
2026-01-01 04:44:00,BHARATI,4.4,979.8,13.1,53.0,43.2
2026-01-01 04:45:00,BHARATI,4.3,979.8,12.2,55.0,44.4
2026-01-01 04:46:00,BHARATI,4.2,979.8,10.9,52.0,46.6
2026-01-01 04:47:00,BHARATI,4.1,979.8,12.2,53.0,46.8
2026-01-01 04:48:00,BHARATI,4.2,979.7,14.2,54.0,45.8
2026-01-01 04:49:00,BHARATI,4.3,979.7,13.8,53.0,45.3
2026-01-01 04:50:00,BHARATI,4.3,979.8,13.1,51.0,44.9
2026-01-01 04:51:00,BHARATI,4.3,979.8,14.7,52.0,45.0
2026-01-01 04:52:00,BHARATI,4.3,979.8,14.7,49.0,44.7
2026-01-01 04:53:00,BHARATI,4.3,979.8,14.0,50.0,45.5
2026-01-01 04:54:00,BHARATI,4.3,979.7,13.1,54.0,45.6
2026-01-01 04:55:00,BHARATI,4.2,979.8,13.5,52.0,46.1
2026-01-01 04:56:00,BHARATI,4.1,979.8,13.6,51.0,46.8
2026-01-01 04:57:00,BHARATI,4.2,979.7,15.5,53.0,45.9
2026-01-01 04:58:00,BHARATI,4.3,979.7,13.6,50.0,45.9
2026-01-01 04:59:00,BHARATI,4.5,979.8,14.0,50.0,46.7
2026-01-01 05:00:00,BHARATI,4.3,979.8,11.9,48.0,46.8
2026-01-01 05:01:00,BHARATI,4.4,979.8,11.1,51.0,48.7
2026-01-01 05:02:00,BHARATI,4.4,979.8,11.7,49.0,48.2
2026-01-01 05:03:00,BHARATI,4.4,979.8,11.5,51.0,48.1
2026-01-01 05:04:00,BHARATI,4.4,979.8,13.1,55.0,47.8
2026-01-01 05:05:00,BHARATI,4.4,979.8,13.4,52.0,47.1
2026-01-01 05:06:00,BHARATI,4.3,979.8,12.2,60.0,48.0
2026-01-01 05:07:00,BHARATI,4.1,979.8,11.5,59.0,49.2
2026-01-01 05:08:00,BHARATI,4.3,979.7,14.3,56.0,48.9
2026-01-01 05:09:00,BHARATI,4.4,979.7,13.7,50.0,45.4
2026-01-01 05:10:00,BHARATI,4.3,979.8,13.8,58.0,46.3
2026-01-01 05:11:00,BHARATI,4.4,979.8,12.8,52.0,46.1
2026-01-01 05:12:00,BHARATI,4.5,979.8,13.3,54.0,45.8
2026-01-01 05:13:00,BHARATI,4.6,979.8,13.1,44.0,46.7
2026-01-01 05:14:00,BHARATI,4.5,979.8,11.7,48.0,47.0
2026-01-01 05:15:00,BHARATI,4.5,979.8,12.7,52.0,45.9
2026-01-01 05:16:00,BHARATI,4.5,979.8,12.3,50.0,45.1
2026-01-01 05:17:00,BHARATI,4.5,979.8,14.2,56.0,44.2
2026-01-01 05:18:00,BHARATI,4.5,979.8,14.7,47.0,44.2
2026-01-01 05:19:00,BHARATI,4.7,979.8,12.8,50.0,44.3
2026-01-01 05:20:00,BHARATI,4.6,979.8,12.9,48.0,46.5
2026-01-01 05:21:00,BHARATI,4.5,979.8,14.2,48.0,45.6
2026-01-01 05:22:00,BHARATI,4.5,979.8,12.6,54.0,45.6
2026-01-01 05:23:00,BHARATI,4.4,979.8,14.1,52.0,45.8
2026-01-01 05:24:00,BHARATI,4.4,979.7,15.2,47.0,45.3
2026-01-01 05:25:00,BHARATI,4.7,979.8,13.9,52.0,46.0
2026-01-01 05:26:00,BHARATI,4.7,979.8,13.3,51.0,44.3
2026-01-01 05:27:00,BHARATI,4.7,979.7,13.6,56.0,44.5
2026-01-01 05:28:00,BHARATI,4.7,979.8,13.2,52.0,43.1
2026-01-01 05:29:00,BHARATI,4.5,979.8,12.8,52.0,43.4
2026-01-01 05:30:00,BHARATI,4.5,979.7,13.9,59.0,44.8
2026-01-01 05:31:00,BHARATI,4.3,979.8,12.4,57.0,46.0
2026-01-01 05:32:00,BHARATI,4.3,979.8,11.0,54.0,45.7
2026-01-01 05:33:00,BHARATI,4.4,979.8,11.4,57.0,46.2
2026-01-01 05:34:00,BHARATI,4.6,979.8,13.6,53.0,44.7
2026-01-01 05:35:00,BHARATI,4.6,979.8,11.8,56.0,42.6
2026-01-01 05:36:00,BHARATI,4.5,979.7,13.5,66.0,43.4
2026-01-01 05:37:00,BHARATI,4.3,979.8,13.4,62.0,43.6
2026-01-01 05:38:00,BHARATI,4.3,979.8,12.8,60.0,43.2
2026-01-01 05:39:00,BHARATI,4.6,979.8,12.1,58.0,44.0
2026-01-01 05:40:00,BHARATI,4.6,979.8,12.5,57.0,44.0
2026-01-01 05:41:00,BHARATI,4.6,979.8,13.4,52.0,42.9
2026-01-01 05:42:00,BHARATI,4.5,979.8,12.3,54.0,42.4
2026-01-01 05:43:00,BHARATI,4.7,979.9,11.0,47.0,42.7
2026-01-01 05:44:00,BHARATI,4.8,979.9,11.2,50.0,44.0
2026-01-01 05:45:00,BHARATI,4.7,979.9,11.2,55.0,44.6
2026-01-01 05:46:00,BHARATI,4.7,979.9,11.8,54.0,44.1
2026-01-01 05:47:00,BHARATI,4.8,979.9,12.4,60.0,44.0
2026-01-01 05:48:00,BHARATI,4.4,979.9,13.0,65.0,44.0
2026-01-01 05:49:00,BHARATI,4.5,979.9,11.5,60.0,44.7
2026-01-01 05:50:00,BHARATI,4.5,979.9,12.6,58.0,45.1
2026-01-01 05:51:00,BHARATI,4.5,979.9,12.5,54.0,44.2
2026-01-01 05:52:00,BHARATI,4.7,979.9,11.5,50.0,44.2
2026-01-01 05:53:00,BHARATI,4.7,979.9,12.7,56.0,45.1
2026-01-01 05:54:00,BHARATI,4.6,979.9,10.7,64.0,43.8
2026-01-01 05:55:00,BHARATI,4.6,980.0,11.2,54.0,43.5
2026-01-01 05:56:00,BHARATI,4.7,980.0,11.2,61.0,45.1
